id,center_id,meal_id,YearRank,Years,Quarters,week,base_price,checkout_price,emailer_for_promotion,homepage_featured,num_orders
1443133,55,1558,1,Year 1,Q1,3,612.13,611.13,0,0,81
1465323,55,1803,1,Year 1,Q1,3,184.36,183.36,0,0,95
1467348,55,1543,1,Year 1,Q1,3,484.03,485.03,0,0,55
1475353,55,1778,1,Year 1,Q1,3,183.39,181.39,0,0,244
1022171,57,1558,1,Year 1,Q1,3,612.07,613.07,0,0,82
1092662,57,1109,1,Year 1,Q1,3,311.43,311.43,0,0,216
1108629,57,1962,1,Year 1,Q1,3,614.07,613.07,0,0,80
1114822,57,1971,1,Year 1,Q1,3,292.03,290.03,0,0,257
1137464,57,1062,1,Year 1,Q1,3,175.60,174.6,0,0,258
1140880,57,1230,1,Year 1,Q1,3,318.19,320.1,0,1,283
1156099,57,1778,1,Year 1,Q1,3,175.60,174.6,0,0,176
1167089,57,2444,1,Year 1,Q1,3,659.63,660.63,0,0,15
1195892,57,1878,1,Year 1,Q1,3,242.53,243.53,0,0,42
1207981,57,2539,1,Year 1,Q1,3,116.43,94.12,0,1,190
1220145,57,2581,1,Year 1,Q1,3,610.13,610.13,0,0,41
1240060,57,1754,1,Year 1,Q1,3,292.03,291.03,0,0,150
1293736,57,2126,1,Year 1,Q1,3,438.50,438.5,0,0,54
1305535,57,2640,1,Year 1,Q1,3,242.53,241.53,0,0,55
1323139,57,2290,1,Year 1,Q1,3,309.43,309.43,0,0,231
1323963,57,2707,1,Year 1,Q1,3,228.92,190.15,0,0,109
1343041,57,1216,1,Year 1,Q1,3,389.03,388.03,0,0,55
1360625,57,1885,1,Year 1,Q1,3,122.25,95.06,0,1,431
1381000,57,2322,1,Year 1,Q1,3,321.07,323.07,0,0,148
1383902,57,2826,1,Year 1,Q1,3,327.86,329.86,0,0,67
1405623,57,1543,1,Year 1,Q1,3,504.43,503.43,0,0,27
1408476,57,1248,1,Year 1,Q1,3,239.62,97,0,0,40
1450499,57,1993,1,Year 1,Q1,3,120.34,96.03,0,1,377
1461322,57,1727,1,Year 1,Q1,3,426.83,426.83,0,0,216
1469216,57,2492,1,Year 1,Q1,3,445.23,446.23,0,0,27
1484233,57,1247,1,Year 1,Q1,3,485.03,485.03,0,0,15
1001184,58,2867,1,Year 1,Q1,3,659.63,659.63,0,0,27
1010244,58,1543,1,Year 1,Q1,3,504.43,503.43,0,0,80
1010432,58,1878,1,Year 1,Q1,3,242.53,243.53,0,0,40
1023429,58,1062,1,Year 1,Q1,3,175.57,176.57,0,0,404
1023636,58,1962,1,Year 1,Q1,3,611.13,612.13,0,0,96
1035656,58,1109,1,Year 1,Q1,3,311.43,310.43,0,0,311
1043465,58,1558,1,Year 1,Q1,3,611.13,612.13,0,0,94
1053350,58,1216,1,Year 1,Q1,3,391.91,391.91,0,0,96
1053914,58,1207,1,Year 1,Q1,3,310.43,310.43,0,0,121
1061808,58,1885,1,Year 1,Q1,3,120.31,95.06,0,0,283
1067351,58,1971,1,Year 1,Q1,3,290.03,292.03,0,0,203
1095109,58,2290,1,Year 1,Q1,3,309.43,310.43,0,0,311
1106954,58,1525,1,Year 1,Q1,3,281.33,243.5,0,0,41
1119223,58,2444,1,Year 1,Q1,3,658.63,658.63,0,0,13
1127374,58,1754,1,Year 1,Q1,3,290.03,291.03,0,0,501
1153979,58,2704,1,Year 1,Q1,3,281.33,243.5,0,0,40
1189286,58,2322,1,Year 1,Q1,3,320.16,320.16,0,0,53
1223931,58,2581,1,Year 1,Q1,3,612.13,611.13,0,0,109
1240796,58,1230,1,Year 1,Q1,3,321.07,321.07,0,0,161
1252082,58,2760,1,Year 1,Q1,3,233.83,233.83,0,0,28
1256225,58,1248,1,Year 1,Q1,3,232.83,97,0,0,41
1277012,58,1445,1,Year 1,Q1,3,659.63,658.63,0,0,13
1286673,58,1993,1,Year 1,Q1,3,119.34,95.06,0,0,175
1305324,58,1770,1,Year 1,Q1,3,485.03,484.03,0,0,40
1306134,58,2539,1,Year 1,Q1,3,116.40,98.03,0,0,109
1315496,58,2640,1,Year 1,Q1,3,243.53,241.53,0,0,108
1317057,58,1902,1,Year 1,Q1,3,485.03,485.03,0,0,28
1339424,58,2631,1,Year 1,Q1,3,249.35,99,0,0,136
1383666,58,2826,1,Year 1,Q1,3,329.86,327.86,0,0,95
1413639,58,1727,1,Year 1,Q1,3,426.83,425.83,0,0,432
1426221,58,2306,1,Year 1,Q1,3,275.51,242.5,0,0,81
1426737,58,2707,1,Year 1,Q1,3,226.01,189.18,0,0,285
1438167,58,2126,1,Year 1,Q1,3,448.14,448.14,0,0,55
1459593,58,2492,1,Year 1,Q1,3,447.23,446.23,0,0,40
1478914,58,2304,1,Year 1,Q1,3,503.43,503.43,0,0,27
1488967,58,1778,1,Year 1,Q1,3,176.60,175.6,0,0,244
1021181,59,1445,1,Year 1,Q1,3,631.50,632.5,0,0,134
1036308,59,2444,1,Year 1,Q1,3,627.62,627.62,0,0,68
1038553,59,1803,1,Year 1,Q1,3,172.66,173.66,0,0,501
1045053,59,2304,1,Year 1,Q1,3,484.03,484.03,0,0,82
1046181,59,1971,1,Year 1,Q1,3,329.83,330.83,0,0,96
1059447,59,1885,1,Year 1,Q1,3,135.83,136.83,0,1,1026
1070996,59,1778,1,Year 1,Q1,3,182.36,183.36,0,0,404
1099680,59,2494,1,Year 1,Q1,3,270.63,244.5,0,0,42
1102234,59,2640,1,Year 1,Q1,3,281.33,242.5,0,0,217
1117983,59,1770,1,Year 1,Q1,3,485.03,338.53,0,0,26
1129118,59,1230,1,Year 1,Q1,3,407.46,324.04,1,1,271
1156045,59,2290,1,Year 1,Q1,3,310.43,311.43,0,0,594
1159540,59,1727,1,Year 1,Q1,3,445.23,445.23,0,0,391
1161344,59,2492,1,Year 1,Q1,3,387.03,387.03,0,0,96
1169202,59,2581,1,Year 1,Q1,3,612.13,612.13,0,0,231
1170394,59,1438,1,Year 1,Q1,3,270.63,243.5,0,0,13
1184040,59,2826,1,Year 1,Q1,3,330.83,328.83,0,0,580
1187339,59,1207,1,Year 1,Q1,3,389.00,324.98,1,0,312
1188986,59,2707,1,Year 1,Q1,3,193.06,192.06,0,0,796
1204634,59,2704,1,Year 1,Q1,3,281.33,242.5,0,1,271
1214991,59,1062,1,Year 1,Q1,3,183.33,185.33,0,0,271
1228526,59,1247,1,Year 1,Q1,3,445.23,389.03,0,0,53
1244456,59,1878,1,Year 1,Q1,3,280.33,244.5,0,0,67
1249819,59,1847,1,Year 1,Q1,3,254.20,252.2,0,0,40
1250633,59,1543,1,Year 1,Q1,3,484.03,486.03,0,0,69
1251998,59,2322,1,Year 1,Q1,3,390.00,321.07,1,1,405
1257288,59,2539,1,Year 1,Q1,3,134.83,135.83,0,0,244
1272596,59,1962,1,Year 1,Q1,3,617.89,618.89,0,0,203
1287544,59,2306,1,Year 1,Q1,3,338.53,244.5,0,1,204
1299189,59,1248,1,Year 1,Q1,3,252.23,107.67,0,0,204
1307642,59,1109,1,Year 1,Q1,3,311.43,310.43,0,0,783
1328878,59,1216,1,Year 1,Q1,3,456.93,455.93,0,1,27
1352610,59,1993,1,Year 1,Q1,3,135.86,133.86,0,1,1174
1396055,59,2631,1,Year 1,Q1,3,251.23,98,0,0,123
1401231,59,1902,1,Year 1,Q1,3,445.23,387.03,0,0,41
1407223,59,2126,1,Year 1,Q1,3,485.00,486,0,0,26
1412618,59,2760,1,Year 1,Q1,3,241.53,243.53,0,0,215
1423300,59,1558,1,Year 1,Q1,3,612.13,611.13,0,0,69
1430552,59,1525,1,Year 1,Q1,3,281.33,245.47,0,0,379
1442370,59,2577,1,Year 1,Q1,3,280.33,242.5,0,0,162
1448043,59,2867,1,Year 1,Q1,3,627.62,626.62,0,0,81
1477613,59,1754,1,Year 1,Q1,3,287.18,286.18,0,0,393
1486728,59,1311,1,Year 1,Q1,3,161.05,162.05,0,0,459
1000986,61,1558,1,Year 1,Q1,3,611.13,611.13,0,0,134
1004300,61,2306,1,Year 1,Q1,3,244.50,244.5,0,0,107
1006822,61,1962,1,Year 1,Q1,3,611.13,611.13,0,0,107
1007343,61,1993,1,Year 1,Q1,3,118.34,97.06,0,0,446
1031697,61,1062,1,Year 1,Q1,3,182.36,182.36,0,0,283
1039077,61,2492,1,Year 1,Q1,3,447.23,447.23,0,0,26
1039139,61,1248,1,Year 1,Q1,3,253.23,117.37,0,0,94
1039631,61,1885,1,Year 1,Q1,3,121.25,94.15,0,0,135
1058690,61,2290,1,Year 1,Q1,3,309.43,311.43,0,0,567
1071024,61,2826,1,Year 1,Q1,3,328.86,327.86,0,0,446
1086293,61,1230,1,Year 1,Q1,3,323.98,324.98,0,0,81
1088595,61,1525,1,Year 1,Q1,3,242.50,242.5,0,0,95
1100771,61,1207,1,Year 1,Q1,3,323.07,322.07,0,0,216
1130905,61,1971,1,Year 1,Q1,3,291.03,291.03,0,0,257
1137223,61,2640,1,Year 1,Q1,3,243.53,242.53,0,0,229
1137851,61,1754,1,Year 1,Q1,3,290.03,290.03,0,0,526
1151174,61,2581,1,Year 1,Q1,3,611.13,610.13,0,0,150
1167583,61,1902,1,Year 1,Q1,3,484.03,486.03,0,0,13
1198223,61,2867,1,Year 1,Q1,3,660.63,659.63,0,0,13
1204768,61,2139,1,Year 1,Q1,3,455.93,455.93,0,0,27
1228131,61,2704,1,Year 1,Q1,3,275.51,243.5,0,0,162
1254798,61,2760,1,Year 1,Q1,3,231.83,232.83,0,0,149
1277465,61,2126,1,Year 1,Q1,3,437.50,437.5,0,0,53
1313767,61,1727,1,Year 1,Q1,3,426.83,427.83,0,0,296
1325048,61,2444,1,Year 1,Q1,3,659.63,658.63,0,1,40
1351964,61,1778,1,Year 1,Q1,3,179.45,179.45,0,0,256
1369122,61,1445,1,Year 1,Q1,3,660.63,660.63,0,1,80
1403967,61,1216,1,Year 1,Q1,3,465.63,389.03,0,1,95
1436663,61,2577,1,Year 1,Q1,3,241.53,243.53,0,0,107
1443995,61,1543,1,Year 1,Q1,3,505.43,504.43,0,0,42
1444654,61,1109,1,Year 1,Q1,3,311.43,311.43,0,0,405
1445133,61,2322,1,Year 1,Q1,3,324.01,324.01,0,0,175
1452916,61,2304,1,Year 1,Q1,3,503.43,505.43,0,0,42
1454875,61,2631,1,Year 1,Q1,3,244.50,95.09,0,0,135
1466116,61,2539,1,Year 1,Q1,3,120.31,99,0,0,352
1477730,61,1878,1,Year 1,Q1,3,243.53,243.53,0,0,231
1481819,61,2707,1,Year 1,Q1,3,228.95,191.09,0,0,499
1006228,64,1902,1,Year 1,Q1,3,484.03,484.03,0,0,27
1015820,64,1248,1,Year 1,Q1,3,252.23,91.21,0,0,53
1018653,64,2577,1,Year 1,Q1,3,243.53,243.53,0,0,42
1042181,64,2640,1,Year 1,Q1,3,241.53,241.53,0,0,134
1048386,64,1993,1,Year 1,Q1,3,117.40,95.06,0,1,850
1061362,64,1885,1,Year 1,Q1,3,120.34,95.06,0,1,566
1113282,64,2631,1,Year 1,Q1,3,252.23,93.18,0,0,69
1130946,64,1878,1,Year 1,Q1,3,242.53,241.53,0,0,175
1160152,64,1062,1,Year 1,Q1,3,176.57,176.57,0,0,581
1165161,64,2539,1,Year 1,Q1,3,117.37,92.15,0,0,148
1172920,64,2322,1,Year 1,Q1,3,313.31,313.31,0,0,81
1177974,64,2826,1,Year 1,Q1,3,327.86,327.86,0,0,190
1203247,64,2306,1,Year 1,Q1,3,244.50,258.08,0,1,69
1213970,64,2704,1,Year 1,Q1,3,244.50,243.5,0,0,161
1222784,64,2290,1,Year 1,Q1,3,309.43,311.43,0,0,500
1239102,64,1543,1,Year 1,Q1,3,504.43,504.43,0,0,15
1240660,64,1525,1,Year 1,Q1,3,244.50,242.5,0,0,94
1250357,64,1778,1,Year 1,Q1,3,178.51,179.51,0,0,204
1264936,64,2126,1,Year 1,Q1,3,437.50,436.5,0,0,67
1267164,64,2760,1,Year 1,Q1,3,233.83,233.83,0,0,107
1281459,64,2581,1,Year 1,Q1,3,610.13,611.13,0,1,150
1287694,64,1216,1,Year 1,Q1,3,388.03,388.03,0,1,55
1302355,64,1962,1,Year 1,Q1,3,610.13,611.13,0,1,176
1303514,64,1754,1,Year 1,Q1,3,292.03,291.03,0,0,204
1346394,64,1109,1,Year 1,Q1,3,310.43,310.43,0,0,296
1378992,64,2444,1,Year 1,Q1,3,659.63,659.63,0,0,15
1407486,64,1770,1,Year 1,Q1,3,486.03,484.03,0,0,15
1413956,64,1971,1,Year 1,Q1,3,292.03,290.03,0,0,176
1422055,64,1558,1,Year 1,Q1,3,610.13,610.13,0,0,26
1428713,64,1727,1,Year 1,Q1,3,426.83,427.83,0,0,204
1436771,64,2707,1,Year 1,Q1,3,223.13,183.33,0,0,366
1437497,64,1207,1,Year 1,Q1,3,303.64,304.64,0,0,163
1438119,64,1247,1,Year 1,Q1,3,486.03,485.03,0,0,28
1460411,64,2139,1,Year 1,Q1,3,456.93,456.93,0,0,69
1473436,64,1230,1,Year 1,Q1,3,315.31,314.31,0,0,82
1481951,64,1445,1,Year 1,Q1,3,675.12,675.12,0,0,42
1005602,65,2290,1,Year 1,Q1,3,311.43,311.43,0,0,743
1008127,65,2704,1,Year 1,Q1,3,244.50,242.5,0,0,176
1028342,65,2304,1,Year 1,Q1,3,504.43,504.43,0,0,14
1037747,65,2539,1,Year 1,Q1,3,113.49,98.03,0,1,1025
1040096,65,1247,1,Year 1,Q1,3,486.03,485.03,0,0,28
1044272,65,1558,1,Year 1,Q1,3,612.13,611.13,0,0,82
1046323,65,1778,1,Year 1,Q1,3,180.45,179.45,0,0,298
1077122,65,1216,1,Year 1,Q1,3,388.03,389.03,0,0,40
1078029,65,1109,1,Year 1,Q1,3,305.58,304.58,0,0,487
1081593,65,1962,1,Year 1,Q1,3,613.10,611.1,0,0,188
1083255,65,1062,1,Year 1,Q1,3,178.51,177.51,0,0,296
1084184,65,1971,1,Year 1,Q1,3,290.06,290.06,0,0,418
1094420,65,2581,1,Year 1,Q1,3,610.13,610.13,0,0,150
1151765,65,2126,1,Year 1,Q1,3,438.50,438.5,0,1,82
1160154,65,1207,1,Year 1,Q1,3,318.16,319.16,0,0,80
1199178,65,1248,1,Year 1,Q1,3,238.62,98,0,1,177
1203939,65,2444,1,Year 1,Q1,3,660.63,660.63,0,0,95
1211788,65,1727,1,Year 1,Q1,3,403.55,402.55,0,0,188
1230310,65,2867,1,Year 1,Q1,3,658.63,660.63,0,0,163
1234593,65,1885,1,Year 1,Q1,3,114.46,97.03,0,1,1121
1235441,65,2492,1,Year 1,Q1,3,446.23,447.23,0,0,26
1239945,65,1230,1,Year 1,Q1,3,324.98,323.98,0,0,134
1259174,65,2322,1,Year 1,Q1,3,324.01,324.01,0,0,150
1260166,65,1878,1,Year 1,Q1,3,241.53,242.53,0,0,338
1261029,65,2826,1,Year 1,Q1,3,281.36,281.36,0,0,501
1291995,65,2631,1,Year 1,Q1,3,251.23,96.03,0,1,202
1316573,65,1993,1,Year 1,Q1,3,114.46,98.03,0,1,1120
1346173,65,1445,1,Year 1,Q1,3,660.63,658.63,0,0,41
1358535,65,1754,1,Year 1,Q1,3,282.33,281.33,0,0,473
1370603,65,2306,1,Year 1,Q1,3,340.53,242.5,0,1,107
1376617,65,2707,1,Year 1,Q1,3,225.07,193.06,0,0,391
1377033,65,2640,1,Year 1,Q1,3,243.53,242.53,0,0,555
1394294,65,2760,1,Year 1,Q1,3,233.83,233.83,0,0,80
1399921,65,1902,1,Year 1,Q1,3,484.03,486.03,0,0,40
1405340,65,2577,1,Year 1,Q1,3,243.53,242.53,0,0,95
1434561,65,1543,1,Year 1,Q1,3,486.03,505.43,0,1,69
1482663,65,1770,1,Year 1,Q1,3,485.03,486.03,0,0,13
1004759,66,1062,1,Year 1,Q1,3,182.39,182.39,0,0,474
1005890,66,1778,1,Year 1,Q1,3,179.45,180.45,0,0,257
1028628,66,2867,1,Year 1,Q1,3,658.63,659.63,0,0,69
1067353,66,1248,1,Year 1,Q1,3,238.62,96.06,0,1,203
1082514,66,1770,1,Year 1,Q1,3,486.03,484.03,0,0,41
1089020,66,2704,1,Year 1,Q1,3,276.45,247.41,0,0,189
1104464,66,2539,1,Year 1,Q1,3,114.49,96.03,0,0,377
1109974,66,2707,1,Year 1,Q1,3,217.31,189.15,0,0,339
1110371,66,2631,1,Year 1,Q1,3,245.41,97,0,0,94
1129674,66,1754,1,Year 1,Q1,3,282.33,280.33,0,0,325
1144630,66,2640,1,Year 1,Q1,3,243.53,243.53,0,0,310
1147464,66,1558,1,Year 1,Q1,3,611.10,613.1,0,0,94
1176332,66,1885,1,Year 1,Q1,3,116.46,97.06,0,0,863
1177159,66,2581,1,Year 1,Q1,3,610.13,611.13,0,0,204
1193866,66,2306,1,Year 1,Q1,3,308.52,244.5,0,0,69
1245237,66,2304,1,Year 1,Q1,3,503.43,505.43,0,1,55
1291768,66,1207,1,Year 1,Q1,3,318.16,320.16,0,0,82
1321732,66,1445,1,Year 1,Q1,3,659.63,660.63,0,0,148
1350217,66,2126,1,Year 1,Q1,3,452.05,452.05,0,0,107
1355621,66,2322,1,Year 1,Q1,3,317.25,316.25,0,0,107
1363365,66,1543,1,Year 1,Q1,3,503.43,377.33,0,0,41
1366805,66,2444,1,Year 1,Q1,3,658.63,660.63,0,0,95
1366934,66,1971,1,Year 1,Q1,3,290.06,290.06,0,0,150
1377151,66,1727,1,Year 1,Q1,3,404.55,404.55,0,0,269
1382954,66,2826,1,Year 1,Q1,3,280.36,281.36,0,0,648
1416963,66,1878,1,Year 1,Q1,3,243.53,243.53,0,0,338
1426627,66,1230,1,Year 1,Q1,3,310.40,312.4,0,0,161
1438730,66,2760,1,Year 1,Q1,3,233.83,232.83,0,0,108
1438930,66,2492,1,Year 1,Q1,3,447.23,447.23,0,0,26
1441670,66,2577,1,Year 1,Q1,3,241.53,243.53,0,0,215
1443283,66,1216,1,Year 1,Q1,3,388.03,387.03,0,0,67
1464043,66,1902,1,Year 1,Q1,3,486.03,484.03,0,0,26
1470728,66,1962,1,Year 1,Q1,3,610.13,612.13,0,0,188
1473733,66,1525,1,Year 1,Q1,3,276.45,244.5,0,0,163
1479970,66,1109,1,Year 1,Q1,3,306.58,305.58,0,0,528
1480922,66,1993,1,Year 1,Q1,3,114.49,96.06,0,0,810
1484824,66,1247,1,Year 1,Q1,3,486.03,485.03,0,0,67
1486550,66,2290,1,Year 1,Q1,3,311.43,311.43,0,0,594
1009258,67,2290,1,Year 1,Q1,3,310.43,310.43,0,0,406
1017425,67,1216,1,Year 1,Q1,3,456.93,456.93,0,0,82
1018120,67,1247,1,Year 1,Q1,3,446.23,389.03,0,0,94
1020675,67,1803,1,Year 1,Q1,3,177.54,158.14,0,0,824
1032113,67,2492,1,Year 1,Q1,3,388.03,389.03,0,0,55
1032565,67,1770,1,Year 1,Q1,3,485.03,338.53,0,0,40
1059617,67,1971,1,Year 1,Q1,3,329.83,328.83,0,0,269
1073916,67,1778,1,Year 1,Q1,3,182.39,182.39,0,0,635
1075975,67,2640,1,Year 1,Q1,3,281.33,244.47,0,0,607
1082341,67,2139,1,Year 1,Q1,3,435.53,305.55,0,0,13
1105807,67,2306,1,Year 1,Q1,3,237.68,236.68,0,0,242
1110484,67,1558,1,Year 1,Q1,3,629.53,630.53,0,0,81
1148294,67,1438,1,Year 1,Q1,3,271.63,243.5,0,0,96
1151211,67,1993,1,Year 1,Q1,3,134.86,133.86,0,0,1606
1155116,67,1062,1,Year 1,Q1,3,184.36,182.36,0,0,487
1158884,67,1248,1,Year 1,Q1,3,251.23,97,0,1,215
1172630,67,1878,1,Year 1,Q1,3,281.33,245.47,0,0,634
1193795,67,2444,1,Year 1,Q1,3,628.62,626.62,0,0,42
1266292,67,2707,1,Year 1,Q1,3,191.09,192.09,0,0,958
1268676,67,1962,1,Year 1,Q1,3,612.13,612.13,0,0,366
1276996,67,1902,1,Year 1,Q1,3,445.23,389.03,0,0,95
1287751,67,2126,1,Year 1,Q1,3,486.00,486,0,1,96
1314928,67,2631,1,Year 1,Q1,3,252.23,98.03,0,0,215
1323597,67,2867,1,Year 1,Q1,3,626.62,627.62,0,0,55
1344595,67,1847,1,Year 1,Q1,3,271.63,242.5,0,0,42
1349333,67,2760,1,Year 1,Q1,3,243.53,241.53,0,0,217
1353178,67,1109,1,Year 1,Q1,3,307.49,307.49,0,0,1202
1355068,67,1230,1,Year 1,Q1,3,390.00,317.25,1,0,202
1356124,67,1885,1,Year 1,Q1,3,135.86,135.86,0,0,1619
1356992,67,1207,1,Year 1,Q1,3,389.00,324.01,1,0,150
1357902,67,2826,1,Year 1,Q1,3,330.83,329.83,0,0,744
1384315,67,1754,1,Year 1,Q1,3,292.03,292.03,0,0,662
1391782,67,2322,1,Year 1,Q1,3,387.09,324.01,1,1,419
1398308,67,1311,1,Year 1,Q1,3,171.75,170.75,0,0,609
1403212,67,1445,1,Year 1,Q1,3,628.62,628.62,0,0,109
1417725,67,2304,1,Year 1,Q1,3,484.03,486.03,0,0,107
1426267,67,2539,1,Year 1,Q1,3,134.89,133.89,0,0,393
1431492,67,1727,1,Year 1,Q1,3,446.23,446.23,0,0,406
1431571,67,1525,1,Year 1,Q1,3,282.33,243.5,0,0,501
1443175,67,1543,1,Year 1,Q1,3,485.03,486.03,0,0,28
1460159,67,2704,1,Year 1,Q1,3,280.33,244.5,0,0,215
1470835,67,2581,1,Year 1,Q1,3,610.13,611.13,0,0,311
1498009,67,2577,1,Year 1,Q1,3,282.33,244.5,0,0,243
1000823,68,1885,1,Year 1,Q1,3,115.49,97.03,0,1,528
1005555,68,1727,1,Year 1,Q1,3,404.55,403.55,0,0,269
1019443,68,2322,1,Year 1,Q1,3,324.01,325.01,0,0,107
1033384,68,1109,1,Year 1,Q1,3,306.58,306.58,0,0,352
1051773,68,1962,1,Year 1,Q1,3,611.10,612.1,0,0,94
1054705,68,2126,1,Year 1,Q1,3,436.50,438.5,0,0,42
1064401,68,1993,1,Year 1,Q1,3,116.46,97.03,0,0,459
1076205,68,1971,1,Year 1,Q1,3,291.06,291.06,0,0,351
1091835,68,1543,1,Year 1,Q1,3,504.43,505.43,0,0,42
1109419,68,1216,1,Year 1,Q1,3,388.03,387.03,0,0,69
1117496,68,2707,1,Year 1,Q1,3,229.92,195,0,0,176
1137595,68,1778,1,Year 1,Q1,3,180.48,178.48,0,0,96
1143919,68,2867,1,Year 1,Q1,3,660.63,659.63,0,0,13
1146475,68,1247,1,Year 1,Q1,3,486.03,485.03,0,0,13
1156128,68,2631,1,Year 1,Q1,3,251.23,96.09,0,0,135
1160481,68,1445,1,Year 1,Q1,3,658.63,660.63,0,0,68
1193878,68,1754,1,Year 1,Q1,3,281.33,280.33,0,0,269
1202953,68,2306,1,Year 1,Q1,3,308.52,244.5,0,0,54
1225737,68,2139,1,Year 1,Q1,3,455.93,456.93,0,0,27
1229446,68,1878,1,Year 1,Q1,3,242.53,242.53,0,0,230
1234694,68,2826,1,Year 1,Q1,3,280.36,279.36,0,0,487
1255071,68,2577,1,Year 1,Q1,3,241.53,242.53,0,0,175
1271571,68,1770,1,Year 1,Q1,3,485.03,484.03,0,0,41
1279945,68,1207,1,Year 1,Q1,3,316.25,315.25,0,0,54
1288118,68,2290,1,Year 1,Q1,3,310.43,311.43,0,0,541
1295687,68,2539,1,Year 1,Q1,3,115.46,98.03,0,1,445
1301785,68,1902,1,Year 1,Q1,3,486.03,484.03,0,0,15
1336654,68,1525,1,Year 1,Q1,3,280.33,244.5,0,0,69
1340730,68,1558,1,Year 1,Q1,3,612.13,611.13,0,0,26
1354838,68,1062,1,Year 1,Q1,3,175.63,173.63,0,0,230
1356591,68,1230,1,Year 1,Q1,3,305.58,306.58,0,0,69
1366372,68,2640,1,Year 1,Q1,3,242.53,243.53,0,0,446
1371708,68,2444,1,Year 1,Q1,3,658.63,658.63,0,0,26
1399926,68,2704,1,Year 1,Q1,3,282.33,244.5,0,0,67
1411413,68,2492,1,Year 1,Q1,3,447.23,446.23,0,0,27
1458265,68,2760,1,Year 1,Q1,3,231.83,232.83,0,0,95
1496394,68,1248,1,Year 1,Q1,3,252.23,99,0,0,81
1496922,68,2581,1,Year 1,Q1,3,612.13,611.13,0,0,95
1011012,72,1754,1,Year 1,Q1,3,291.03,292.03,0,0,446
1019765,72,1207,1,Year 1,Q1,3,384.18,329.8,1,1,540
1028160,72,2631,1,Year 1,Q1,3,253.23,97.03,0,1,150
1037206,72,1248,1,Year 1,Q1,3,252.23,107.67,0,1,148
1040034,72,1778,1,Year 1,Q1,3,185.33,185.33,0,0,257
1059358,72,2304,1,Year 1,Q1,3,485.03,486.03,0,0,27
1064271,72,1878,1,Year 1,Q1,3,281.33,244.5,0,0,41
1077003,72,1230,1,Year 1,Q1,3,383.18,325.95,1,1,500
1080185,72,1525,1,Year 1,Q1,3,280.33,244.5,0,1,177
1097744,72,1993,1,Year 1,Q1,3,136.83,134.83,0,0,742
1106633,72,1803,1,Year 1,Q1,3,226.04,192.09,0,0,202
1127266,72,2492,1,Year 1,Q1,3,388.03,388.03,0,0,54
1128040,72,1885,1,Year 1,Q1,3,135.83,135.83,0,0,499
1155049,72,2539,1,Year 1,Q1,3,132.89,134.89,0,0,96
1166461,72,1847,1,Year 1,Q1,3,244.50,242.5,0,0,15
1168670,72,1109,1,Year 1,Q1,3,309.43,309.43,0,0,420
1173938,72,2640,1,Year 1,Q1,3,281.33,242.5,0,0,54
1217792,72,2306,1,Year 1,Q1,3,338.53,242.5,0,0,163
1224279,72,1247,1,Year 1,Q1,3,447.23,387.03,0,0,26
1235283,72,1962,1,Year 1,Q1,3,611.13,612.13,0,0,42
1237660,72,2322,1,Year 1,Q1,3,383.18,324.95,1,1,635
1269340,72,1445,1,Year 1,Q1,3,627.62,626.62,0,0,27
1279102,72,1311,1,Year 1,Q1,3,182.42,162.05,0,0,107
1290302,72,1971,1,Year 1,Q1,3,329.83,329.83,0,0,81
1294018,72,1438,1,Year 1,Q1,3,270.63,242.5,0,0,40
1298461,72,2826,1,Year 1,Q1,3,330.83,328.83,0,0,392
1299150,72,2704,1,Year 1,Q1,3,282.33,247.38,0,1,122
1309749,72,1770,1,Year 1,Q1,3,484.03,339.53,0,0,15
1316396,72,1198,1,Year 1,Q1,3,171.75,171.75,0,0,204
1319475,72,1062,1,Year 1,Q1,3,184.33,185.33,0,0,271
1331237,72,2290,1,Year 1,Q1,3,309.43,309.43,0,0,351
1355959,72,1727,1,Year 1,Q1,3,446.23,446.23,0,0,325
1392183,72,2581,1,Year 1,Q1,3,626.68,625.68,0,0,109
1399750,72,1558,1,Year 1,Q1,3,611.13,610.13,0,0,42
1409592,72,2707,1,Year 1,Q1,3,194.00,195,0,0,890
1411159,72,2126,1,Year 1,Q1,3,487.00,486,0,0,54
1489151,72,2577,1,Year 1,Q1,3,282.33,243.5,0,0,107
1494497,72,1216,1,Year 1,Q1,3,456.93,456.93,0,0,41
1010416,73,1543,1,Year 1,Q1,3,505.43,504.43,0,0,82
1012059,73,2322,1,Year 1,Q1,3,322.04,324.04,0,0,256
1019646,73,2707,1,Year 1,Q1,3,233.83,194.06,0,0,122
1022699,73,2306,1,Year 1,Q1,3,291.00,244.5,0,1,162
1062065,73,1216,1,Year 1,Q1,3,388.03,387.03,0,0,82
1065550,73,1885,1,Year 1,Q1,3,116.46,95.06,0,1,701
1091383,73,1754,1,Year 1,Q1,3,282.33,281.33,0,0,460
1094340,73,1878,1,Year 1,Q1,3,243.53,243.53,0,0,80
1096665,73,1062,1,Year 1,Q1,3,176.57,177.57,0,0,162
1100327,73,1993,1,Year 1,Q1,3,117.43,97,0,1,811
1104945,73,1445,1,Year 1,Q1,3,658.63,658.63,0,0,54
